NAME,AB,ST,EHG,AP,CHCH,BC,CIM,PCI,DES,EST,LC,FA,CAA,CEXA,CHC,CHH,CAMG,COND,CECN,SEP,CE,BRE,ACC,COM,NOMS,T,LT,KM,FALLA,TIPO,DESC,OBS,CORR,TipoFALLA
1,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
2,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
3,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
4,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
5,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
6,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
7,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
8,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
9,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
10,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
11,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
12,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
13,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
14,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
15,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
16,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
17,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
18,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
19,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
20,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
21,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
22,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
23,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
24,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
25,6,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.894,93020,,,,,,,
26,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
27,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
28,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
29,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
30,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
31,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
32,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
33,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
34,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,13.220,15/5/2015,B0= DESCARGA ATMOSFERICA,SE ENCONTRÓ FALMEO DE EVIDENCIA DEL ARCO ELÉCTRICO EN CADENA DE AISLAMIENTO DE LA FASE “A” EN LA ESTRUCTURA NO. 34.,,15/5/2015,1
35,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
36,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
37,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
38,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
39,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
40,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
41,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
42,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
43,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
44,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,10,10,4,0.934,93020,,,,,,,
45,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,4,10,4,0.916,93020,,,,,,,
46,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,4,10,4,0.916,93020,,,,,,,
47,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,4,10,4,0.916,93020,,,,,,,
48,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,4,10,4,0.916,93020,,,,,,,
49,6,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,4,10,4,0.876,93020,,,,,,,
50,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,4,10,4,0.916,93020,,,,,,,
51,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,4,10,4,0.916,93020,19.930,1/4/2012,B0= DESCARGA ATMOSFERICA,"CADENA FLAMEADA EN ESTRUCTURA No. 51, FASE ""A"", POR DESCARGA ATMOSFERICA.",,1/4/2012,1
52,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,4,10,4,0.916,93020,,,,,,,
53,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,4,10,4,0.916,93020,,,,,,,
54,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,4,10,4,0.916,93020,21.920,28/9/2012,B0= DESCARGA ATMOSFERICA,"CADENA FLAMEADA EN ESTRUCTURA No. 54, FASE ""B"", POR DESCARGA ATMOSFERICA.",,28/9/2012,1
55,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,4,10,4,0.916,93020,,,,,,,
56,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,4,10,4,0.916,93020,,,,,,,
57,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,4,10,4,0.916,93020,,,,,,,
58,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,8,10,10,10,10,10,8,4,10,4,0.916,93020,,,,,,,
1,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.944,A3L60,,,,,,,
2,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.944,A3L60,,,,,,,
3,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.944,A3L60,,,,,,,
4,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.944,A3L60,,,,,,,
5,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.944,A3L60,,,,,,,
6,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.944,A3L60,,,,,,,
7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
10,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.944,A3L60,,,,,,,
11,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.924,A3L60,,,,,,,
12,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.924,A3L60,,,,,,,
13,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.924,A3L60,,,,,,,
14,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.924,A3L60,,,,,,,
15,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.944,A3L60,,,,,,,
16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
17,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.924,A3L60,,,,,,,
18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
21,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
22,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
23,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
24,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
25,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
26,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
28,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
29,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
32,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
33,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
34,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
35,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
36,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
37,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
38,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
39,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
40,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
41,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.924,A3L60,,,,,,,
42,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.924,A3L60,,,,,,,
43,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.924,A3L60,,,,,,,
44,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.924,A3L60,,,,,,,
45,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.924,A3L60,,,,,,,
46,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.924,A3L60,,,,,,,
47,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.924,A3L60,,,,,,,
48,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.924,A3L60,,,,,,,
49,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.924,A3L60,,,,,,,
50,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.924,A3L60,,,,,,,
51,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
52,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
53,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
54,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
55,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
56,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
57,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0.984,A3L60,,,,,,,
58,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
59,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
60,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
61,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
62,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
63,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
64,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
65,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
66,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
67,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
68,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
69,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
70,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
71,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
72,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
73,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
74,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
75,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
76,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
77,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
78,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
79,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
80,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
81,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
82,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
83,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
84,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
85,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
86,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
87,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
88,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
89,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
90,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
91,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
92,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
93,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
94,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
95,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
96,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
97,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
98,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
99,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
100,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
101,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
102,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
103,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
104,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
105,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
106,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
107,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
108,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
109,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
110,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
111,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
112,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
113,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
114,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
115,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
116,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
117,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.994,A3L60,,,,,,,
